Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth196110-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth200901-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth200402-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth197109-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth197908-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth195904-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth199904-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/oth198908-othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1955/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1956/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1957/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1958/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1960/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1961/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1962/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1963/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1964/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1965/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1966/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1967/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1968/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1969/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1970/view_as/list/search/play_title:othello/page/3
Othello	http://collections.shakespeare.org.uk/search/rsc-performances/othello-1971/view_as/list/search/play_title:othello/page/3
