bday	opening_date	role	actor	director	company	venue	gender	race	actor_flag	ethnicities
person not found on wiki	1941-04-25T00:00:00	Ariel	Pamela Alan	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	1999-01-05T00:00:00	Ariel	Scott Handy	Adrian Noble	Royal Shakespeare Company	Barbican Theatre, London	unknown	unknown
person not found on wiki	1916-08-02T00:00:00	Ariel	Doris Keys	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2007-03-01T00:00:00	Ariel	Belinda Everett	Barrie Rutter	Northern Broadsides	New Vic Theatre	unknown	unknown
person not found on wiki	2015-09-08T00:00:00	Ariel	Nate Dendy	Aaron Posner & Teller	Chicago Shakespeare Theater	The Yard	unknown	unknown
person not found on wiki	1891-04-23T00:00:00	Ariel	Miss Johnstone	director unknown	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	1919-08-08T00:00:00	Ariel	Leah Hanman	William Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2016-09-23T00:00:00	Ariel	Jade Anouka	Phyllida Lloyd	Donmar Warehouse	Donmar King's Cross	unknown	unknown
person not found on wiki	1904-05-06T00:00:00	Ariel	Ethel Dane	director unknown	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2018-05-28T00:00:00	Ariel	Andre Morin	Antoni Cimolino	Stratford Festival	Festival Theatre	unknown	unknown
person not found on wiki	2007-03-01T00:00:00	Ariel	Simone Saunders	Barrie Rutter	Northern Broadsides	New Vic Theatre	unknown	unknown
person not found on wiki	2012-04-25T00:00:00	Ariel	Sandy Grierson	David Farr	Royal Shakespeare Company	Royal Shakespeare Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	1911-07-31T00:00:00	Ariel	Emil Leslie	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2000-01-01T00:00:00	Ariel	Geraldine Alexander	Lenka Udovicki	Shakespeare's Globe	Shakespeare's Globe	unknown	unknown
person not found on wiki	2007-03-01T00:00:00	Ariel	Nicola Gardner	Barrie Rutter	Northern Broadsides	New Vic Theatre	unknown	unknown
