bday	opening_date	role	actor	director	company	venue	gender	race	actor_flag	ethnicities
person not found on wiki	2002-02-14T00:00:00	Ophelia	Cassandra Bissell	Charles Newell	Court Theatre	Court Theatre, Chicago	unknown	unknown
person not found on wiki	1879-04-24T00:00:00	Ophelia	Ellen L Wallis	Barry Sullivan	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	1914-08-04T00:00:00	Ophelia	Ethel Mcdowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2017-09-01T00:00:00	Ophelia	Kathryn Wilder	Kenneth Branagh	Kenneth Branagh Theatre Company/RADA	Jerwood Vanburgh Theatre	unknown	unknown
person not found on wiki	1983-10-27T00:00:00	Ophelia	Geraldine Alexander	Braham Murray	Royal Exchange Theatre	Royal Exchange Theatre	unknown	unknown
person not found on wiki	1976-02-04T00:00:00	Ophelia	Yvonne Nicholson	Buzz Goodbody	Royal Shakespeare Company	The Roundhouse, London	unknown	unknown
person not found on wiki	2011-01-01T00:00:00	Ophelia	Jade Anouka	Dominic Dromgoole	Shakespeare's Globe	Shakespeare's Globe	unknown	unknown
person not found on wiki	1914-04-30T00:00:00	Ophelia	Madge Fabian	Patrick Kirwan	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
person not found on wiki	2012-09-19T00:00:00	Ophelia	Zainab Jah	Liesl Tommy	California Shakespeare Theater	Bruns Amphitheater	unknown	unknown
person not found on wiki	2013-03-15T00:00:00	Ophelia	Brooke Parks	James Bundy	Yale Repertory Theatre	University Theatre	unknown	unknown
person not found on wiki	1982-11-06T00:00:00	Ophelia	Stacy Ray	Nagle Jackson	McCarter Theater Center	McCarter Theater Center	unknown	unknown
person not found on wiki	2014-09-19T00:00:00	Ophelia	Meghan Tyler	Dominic Hill	Citizens Theatre	Citizens Theatre	unknown	unknown
person not found on wiki	2000-10-06T00:00:00	Ophelia	Carol Roscoe	Stephanie Shine	Seattle Shakespeare	Seattle Shakespeare	unknown	unknown
person not found on wiki	2016-07-07T00:00:00	Ophelia	Meme Garcia	George Mount	Seattle Shakespeare	Free Wooden O park show	unknown	unknown
person not found on wiki	2010-05-26T00:00:00	Ophelia	Kimiye Corwin	Bruce Longworth	Shakespeare Festival St. Louis	Shakespeare Festival St. Louis	unknown	unknown
1967-06-21T00:00:00	2005-05-11T00:00:00	Ophelia	Carrie Preston	Daniel Fish	McCarter Theater Center	McCarter Theater Center	female	none	yes
1989-09-14T00:00:00	2017-02-17T00:00:00	Ophelia	Jessica Brown Findlay	Robert Icke	Almeida Theatre	Almeida Theatre	female	none	yes	Scottish
1985-01-01T00:00:00	2011-10-28T00:00:00	Ophelia	Vinette Robinson	Ian Rickson	Young Vic	Young Vic	female	Black	yes	West Indian
person not found on wiki	1914-08-04T00:00:00	Ophelia	Ethel Mcdowall	Francis Robert Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	unknown
