The Merchant of Venice	/broadway-production/the-merchant-of-venice-5026	Oct 16, 1905 - Nov 25, 1905
The Merchant of Venice	/broadway-production/the-merchant-of-venice-6050	Mar 20, 1905 - Apr 08, 1905
The Merchant of Venice	/broadway-production/the-merchant-of-venice-5828	Jan 18, 1904 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-4916	Nov 09, 1903 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-394987	May 25, 1903 - Closing date unknown
As You Like It	/broadway-production/as-you-like-it-5565	Feb 27, 1902 - Apr 1902
The Merchant of Venice	/broadway-production/the-merchant-of-venice-5255	Oct 21, 1901 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-5476	May 24, 1901 - May 1901
The Merchant of Venice	/broadway-production/the-merchant-of-venice-12846	Mar 12, 1900 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-5242	Oct 30, 1899 - Closing date unknown
As You Like It	/broadway-production/as-you-like-it-394174	Oct 18, 1869 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-13056	Jan 1867 - Closing date unknown
As You Like It	/broadway-production/as-you-like-it-7124	Jul 14, 1786 - Closing date unknown
The Merchant of Venice	/broadway-production/the-merchant-of-venice-5246	Jan 28, 1768 - Closing date unknown
