x,y
457.7470703125,376.2229248046875
451.55375976562505,367.99248046875005
447.248779296875,358.0745849609375
456.08251953125,350.61101074218755
462.462353515625,340.399609375
464.284423828125,328.193994140625
471.765380859375,318.48972167968753
475.81157226562505,306.9437255859375
474.877587890625,297.6000244140625
470.888427734375,289.07666015625
460.71372070312503,282.64230957031253
459.99223632812505,270.50864257812503
466.56840820312505,260.90402832031253
475.77392578125,253.9919189453125
481.10288085937503,243.20000000000002
485.918408203125,231.7771728515625
486.4482421875,219.8478515625
483.4638671875,207.87675781250002
479.32866210937505,196.6704833984375
476.78208007812503,185.03758544921877
470.97910156250003,175.11177978515627
464.00703125,165.51845703125002
454.06992187500003,159.91375732421875
444.71025390625005,152.80125732421877
434.196533203125,146.60068359375
424.9388671875,138.38543701171875
419.85185546875005,128.0799560546875
410.68657226562505,120.2555419921875
402.5687255859375,111.202978515625
393.88620605468753,103.12171630859376
388.49235839843755,92.10607299804688
383.63339843750003,81.87930297851562
377.09990234375005,72.08932495117188
369.641015625,62.18965454101563
362.05144042968755,53.116448974609376
353.899853515625,45.63008422851563
346.475244140625,37.631866455078125
338.24790039062503,30.452947998046877
326.47995605468753,27.056396484375
315.219873046875,22.962080383300783
304.32028808593753,18.262083435058596
293.0344482421875,13.280615234375
281.8370361328125,8.27634735107422
247.2193359375,30.477343750000003
259.19892578125,32.64134521484375
271.6016357421875,32.47718200683594
283.9989013671875,32.46725158691407
293.395556640625,39.19892883300781
299.9787841796875,41.83901062011719
311.92802734375005,40.023379516601565
320.36630859375003,46.395544433593756
329.92685546875003,51.460339355468754
335.12888183593753,59.2
334.2132568359375,68.0133544921875
339.1999755859375,74.497265625
335.498974609375,83.32552490234376
336.7843017578125,93.07656860351562
342.4012451171875,100.51191406250001
344.2181396484375,111.2
335.57578125000003,116.3300048828125
337.789501953125,128.112744140625
343.579248046875,137.34575195312502
343.1546630859375,149.5772216796875
342.90605468750005,160.9604248046875
347.7224365234375,168
349.404931640625,177.56105957031252
343.827783203125,186.61658935546876
339.20957031250003,196.14813232421875
344.68657226562505,196.80081787109376
351.7842529296875,204.50209960937502
355.1077880859375,215.20000000000002
349.2691162109375,222.4
339.56975097656255,218.46806640625002
331.37490234375,218.40249023437502
337.91728515625005,220.24516601562502
346.406884765625,229.00107421875
344.32016601562503,238.4000244140625
333.395654296875,233.9011962890625
324.5760009765625,237.75307617187502
330.020654296875,247.96245117187502
341.33964843750005,245.600048828125
342.3988037109375,254.39445800781252
340.437744140625,265.06992187500003
338.86289062500003,274.400048828125
332.59697265625005,282.8516357421875
330.26372070312505,294.85910644531253
328.14641113281255,306.770947265625
318.56333007812503,312.53171386718753
316.755126953125,322.35546875
310.0835205078125,328.32529296875003
307.166259765625,337.57956542968753
300.4083251953125,343.2000244140625
297.650830078125,342.13591308593755
299.9892822265625,349.7967041015625
293.79287109375,355.92177734375
287.324755859375,361.4343994140625
280.55927734375,367.168408203125
276.698974609375,369.35844726562505
270.189013671875,376.079345703125
261.1601806640625,382.3922119140625
253.6927001953125,389.59030761718753
248.13115234375002,382.88518066406255
246.563818359375,375.19975585937505
244.663330078125,377.77360839843755
243.01066894531252,389.55839843750005
237.398779296875,396.00107421875003
227.6631591796875,400.01054687500005
219.01872558593752,405.6790771484375
207.94936523437502,409.39323730468755
195.999951171875,409.142041015625
188.74930419921876,403.7748046875
185.79566650390626,392.887109375
177.86824951171877,391.95673828125
171.21395263671877,385.68498535156255
167.76351318359377,374.8850341796875
163.26866455078127,364.33395996093753
156.24892578125002,357.4329345703125
148.171240234375,352.800048828125
146.93193359375002,343.41623535156253
144.06751708984376,332.48894042968755
144.32719726562502,320.29191894531255
155.13282470703126,314.5308837890625
158.08177490234377,312.048828125
147.16984863281252,310.43144531250005
137.599951171875,312.6770263671875
139.74566650390625,302.6478271484375
131.4382080078125,296.1455810546875
125.8697265625,286.1031005859375
122.8953125,274.86740722656253
121.37698974609376,264.566796875
118.44801025390626,252.8970703125
118.13312988281251,240.4885009765625
117.94659423828125,228.07734375
117.72413330078126,215.66652832031252
117.30845947265625,203.26142578125
113.88483886718751,192.05604248046876
112.8383056640625,179.72833251953125
116.80003662109375,168.3589599609375
119.002197265625,156.4230712890625
119.97219238281251,144.04810791015626
120.88218994140625,131.66905517578127
122.12547607421875,119.32159423828125
126.631591796875,108.57917480468751
130.01444091796876,97.09575805664063
133.8938232421875,85.53056030273439
140.1626220703125,75.344921875
146.88751220703125,66.63334350585937
154.52235107421876,57.89402465820313
164.26602783203126,50.28717041015625
173.299560546875,42.577978515625006
183.439697265625,36.21343688964844
194.11744384765626,30.461404418945314
206.440673828125,29.583419799804688
218.741943359375,27.9378173828125
230.82524414062502,25.973007202148438
348.5684326171875,64.96206665039062
344.23356933593755,72.79951171875
339.2000244140625,63.936328125
364.64665527343755,157.11319580078126
360.6963134765625,167.18719482421875
354.4000244140625,161.08343505859375
357.86748046875005,151.29833984375
80.8000244140625,160.10703125
90.03981933593751,163.69277343750002
99.63616333007813,163.3770263671875
105.79986572265625,169.4739990234375
105.58510742187501,180.80001220703127
93.1822998046875,181.0172119140625
84.84069213867188,187.17542724609376
76.03653564453126,182.81950683593752
71.69963989257813,175.20001220703125
68.13165283203125,166.49088134765626
72.09338989257813,156.00001220703126
362.637841796875,190.50609130859377
359.23178710937503,201.4922607421875
352.0000244140625,196.42265625000002
353.60002441406255,184.44499511718752
362.77739257812505,183.87526855468752
459.20004882812503,185.92860107421876
457.491162109375,197.60001220703126
445.475830078125,196.00001220703126
442.054833984375,187.51048583984377
452.47109375,183.40771484375
401.600048828125,198.34765625
392.73828125,200.63248291015626
386.400048828125,194.048046875
395.95566406250003,191.48763427734377
86.35546875,204.670849609375
78.40003662109376,209.253369140625
69.347998046875,213.5149658203125
64.00003662109376,206.53652343750002
74.84417724609375,204.00003662109376
79.93007202148438,196.0005859375
90.82947998046876,192.82363281250002
463.55439453125,209.6025146484375
458.400390625,218.77836914062502
448.00004882812505,218.53007812500002
442.400048828125,211.0703125
449.34262695312503,205.60000000000002
456.425439453125,208.8
460.838330078125,200.8
415.10322265625,216.20864257812502
412.779052734375,227.20000000000002
405.709228515625,221.96884765625
408.243359375,211.20000000000002
94.29975585937501,224.89226074218752
84.6976806640625,230.4343017578125
91.39996948242188,234.4
89.87894897460939,244.4
81.60108642578126,239.8846435546875
74.40003662109375,233.98515625000002
79.19888305664062,225.72861328125
86.42682495117188,217.91865234375
400.80021972656255,222.817822265625
400.542236328125,232.8
392.03666992187505,227.24560546875
398.76435546875,221.6719482421875
92.16870727539063,264.85888671875
81.18482666015626,266.50576171875
84.21493530273438,257.59934082031253
94.73910522460938,254.4
450.016845703125,279.99729003906253
455.20004882812503,289.478515625
445.61508789062503,290.9218017578125
440.56528320312503,281.6
438.9669921875,271.94931640625003
176,288.8
168.89322509765626,297.509716796875
165.7720703125,308.44431152343753
172.35777587890627,300.4711181640625
182.88479003906252,293.7724853515625
195.35161132812502,295.5716552734375
201.17238769531252,303.47397460937503
209.63154296875,303.0933837890625
204.04958496093752,293.576806640625
195.09447021484377,287.252099609375
182.73585205078126,289.5322509765625
218.239990234375,309.760009765625
220.48659667968752,320
231.91115722656252,318.61298828125
243.53583984375,317.543212890625
244.95292968750002,312.23874511718753
236.101513671875,315.9375732421875
227.929931640625,310.42387695312505
364.8,278.8800048828125
356.56711425781253,284.96015625
354.3555419921875,297.5706298828125
353.2169921875,309.80849609375
359.278564453125,299.7596923828125
364.48056640625003,287.927978515625
104.95999755859376,412.96000976562505
95.8258056640625,419.20205078125
89.20417480468751,427.17724609375
79.12352294921875,432.34897460937503
69.25551757812501,438.62294921875
59.63857421875,445.21855468750005
50.2843505859375,450.924072265625
58.920257568359375,453.6
70.71307983398438,453.6
82.50589599609376,453.6
94.29871826171876,453.6
97.15374145507813,443.603662109375
99.92351684570313,432.14238281250005
103.32481689453125,420.85288085937503
