not found
24th November 2007	Desdemona	Sinead Keenan	Director:Raz Shaw
24th November 2007	Othello	Nick Monu	Director:Raz Shaw
not found
7th June 1945	Romeo	David Peel	Director:Robert Atkins
7th June 1945	Juliet	Moira Lister	Director:Robert Atkins
unknown opening	Romeo	Peter Firth	Director:Bill Bryden
unknown opening	Juliet	Veronica Quilligan	Director:Bill Bryden
not found
7th July 1930	Iago	George Hayes	Director:W Bridges-Adams
7th July 1930	Desdemona	Joyce Bland	Director:W Bridges-Adams
7th July 1930	Othello	Wilfrid Walter	Director:W Bridges-Adams
20th April 1915	Romeo	Basil Rathbone	Director:F R Benson
20th April 1915	Juliet	Dorothie Pidcock	Director:F R Benson
18th September 1993	Ophelia	Hilary Lyon	Director:Stephen Unwin
18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin
18th July 1924	Ophelia	Ethel Carrington	Director:W Bridges-Adams
18th July 1924	Hamlet	Arthur Phillips	Director:W Bridges-Adams
27th April 1912	Romeo	Murray Carrington	Director:F R Benson
27th April 1912	Juliet	Dorothy Green	Director:F R Benson
not found
25th October 2008	Romeo	David Dawson	Director:Neil Bartlett
25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett
23rd April 1930	Iago	George Hayes	Director:W Bridges-Adams
23rd April 1930	Desdemona	Joyce Bland	Director:W Bridges-Adams
23rd April 1930	Othello	Wilfrid Walter	Director:W Bridges-Adams
26th September 1970	Iago	Lee Richardson	Director:Michael Kahn
26th September 1970	Desdemona	Roberta Maxwell	Director:Michael Kahn
26th September 1970	Othello	Moses Gunn	Director:Michael Kahn
26th July 1911	Romeo	Murray Carrington	Director:F R Benson
26th July 1911	Juliet	Constance Collier	Director:F R Benson
29th April 2006	Iago	Wolfgang Pregler	Director:Luk Perceval
29th April 2006	Desdemona	Julia Jentsch	Director:Luk Perceval
29th April 2006	Othello	Thomas Thieme	Director:Luk Perceval
27th July 2013	Romeo	Boris Mitkov	Director:unknown
27th July 2013	Juliet	Loren O’Brien	Director:unknown
not found
not found
not found
not found
30th April 1908	Romeo	Henry Ainley	Director:F R Benson
30th April 1908	Juliet	Constance Collier	Director:F R Benson
not found
not found
17th July 2004	Iago	Antony Sher	Director:Gregory Doran
17th July 2004	Desdemona	Lisa Dillon	Director:Gregory Doran
17th July 2004	Othello	Sello Maake Ka-Ncube	Director:Gregory Doran
not found
18th September 1993	Ophelia	Hilary Lyon	Director:Stephen Unwin
18th September 1993	Hamlet	Alan Cumming	Director:Stephen Unwin
not found
8th March 1929	Iago	Julian D’Albie	Director:H K Ayliff
8th March 1929	Desdemona	Daphne Heard	Director:H K Ayliff
8th March 1929	Othello	Scott Sunderland	Director:H K Ayliff
not found
25th October 2008	Romeo	David Dawson	Director:Neil Bartlett
25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett
15th April 2004	Iago	Antony Sher	Director:Gregory Doran
15th April 2004	Desdemona	Lisa Dillon	Director:Gregory Doran
15th April 2004	Othello	Sello Maake Ka-Ncube	Director:Gregory Doran
unknown opening	Iago	Frank Finlay	Director:John Dexter
unknown opening	Desdemona	Maggie Smith	Director:John Dexter
unknown opening	Othello	Laurence Olivier	Director:John Dexter
24th June 1992	Romeo	Michael Maloney	Director:David Leveaux
24th June 1992	Juliet	Clare Holman	Director:David Leveaux
4th April 1927	Iago	Ion Swinley	Director:A.E. Filmer
4th April 1927	Desdemona	Elissa Landi	Director:A.E. Filmer
4th April 1927	Othello	Robert Loraine	Director:A.E. Filmer
25th April 1896	Ophelia	Constance Benson	Director:F R Benson
25th April 1896	Hamlet	F R Benson	Director:F R Benson
25th April 1912	Ophelia	Ethel McDowall	Director:F R Benson
25th April 1912	Hamlet	F R Benson	Director:F R Benson
unknown opening	Iago	Frank Finlay	Director:John Dexter
unknown opening	Desdemona	Maggie Smith	Director:John Dexter
unknown opening	Othello	Laurence Olivier	Director:John Dexter
28th March 1973	Romeo	Timothy Dalton	Director:Terry Hands
28th March 1973	Juliet	Estelle Kohler	Director:Terry Hands
3rd April 2004	Iago	Antony Sher	Director:Gregory Doran
3rd April 2004	Desdemona	Lisa Dillon	Director:Gregory Doran
3rd April 2004	Othello	Sello Maake Ka-Ncube	Director:Gregory Doran
not found
7th March 1992	Romeo	Michael Maloney	Director:David Leveaux
7th March 1992	Juliet	Clare Holman	Director:David Leveaux
23rd September 2000	Ophelia	Nancy Carroll	Director:Samuel West
23rd September 2000	Hamlet	Adrian Schiller	Director:Samuel West
18th April 2009	Romeo	Damien Gulde	Director:Marisa King
18th April 2009	Juliet	Lana Sugarman	Director:Marisa King
27th April 1905	Romeo	F R Benson	Director:F R Benson
27th April 1905	Juliet	Constance Benson	Director:F R Benson
18th March 1993	Ophelia	Joanne Pearce	Director:Adrian Noble
18th March 1993	Hamlet	Kenneth Branagh	Director:Adrian Noble
2nd December 1971	Romeo	Richard Kay	Director:Peter James
2nd December 1971	Juliet	Louise Purnell	Director:Peter James
22nd February 2003	Iago	Christopher Middleton	Director:Christopher Fettes
22nd February 2003	Desdemona	Mandana Jones	Director:Christopher Fettes
22nd February 2003	Othello	Ricky Fearon	Director:Christopher Fettes
unknown opening	Romeo	Clarence Smith	Director:Andrew Hay
unknown opening	Juliet	Geraldine Somerville	Director:Andrew Hay
not found
not found
21st February 1987	Romeo	Sean Bean	Director:Michael Bogdanov
21st February 1987	Juliet	Niamh Cusack	Director:Michael Bogdanov
unknown opening	Romeo	Leonard Whiting	Director:Franco Zeffirelli
unknown opening	Juliet	Olivia Hussey	Director:Franco Zeffirelli
27th November 1956	Iago	Alan Dobie	Director:John Moody
27th November 1956	Desdemona	Wendy Williams	Director:John Moody
27th November 1956	Othello	Joseph O Conor	Director:John Moody
18th April 1922	Iago	Baliol Holloway	Director:W Bridges-Adams
18th April 1922	Desdemona	Ethel Carrington	Director:W Bridges-Adams
18th April 1922	Othello	William Stack	Director:W Bridges-Adams
10th October 1961	Iago	Ian Bannen	Director:Franco Zeffirelli
10th October 1961	Desdemona	Dorothy Tutin	Director:Franco Zeffirelli
10th October 1961	Othello	John Gielgud	Director:Franco Zeffirelli
8th April 1986	Romeo	Sean Bean	Director:Michael Bogdanov
8th April 1986	Juliet	Niamh Cusack	Director:Michael Bogdanov
8th April 1958	Romeo	Richard Johnson	Director:Glen Byam Shaw
8th April 1958	Juliet	Dorothy Tutin	Director:Glen Byam Shaw
not found
29th May 1956	Iago	Emlyn Williams	Director:Glen Byam Shaw
29th May 1956	Desdemona	Margaret Johnston	Director:Glen Byam Shaw
29th May 1956	Othello	Harry Andrews	Director:Glen Byam Shaw
28th August 1991	Romeo	Michael Maloney	Director:David Leveaux
28th August 1991	Juliet	Clare Holman	Director:David Leveaux
13th September 1967	Romeo	Ian Holm	Director:Karolos Koun
13th September 1967	Juliet	Estelle Kohler	Director:Karolos Koun
15th July 1961	Iago	William Shust	Director:Nikos Psacharopoulos
15th July 1961	Desdemona	Judy Farnk	Director:Nikos Psacharopoulos
15th July 1961	Othello	Don Gunderson	Director:Nikos Psacharopoulos
25th February 1985	Romeo	Simon Templeman	Director:John Caird
25th February 1985	Juliet	Amanda Root	Director:John Caird
2nd May 1941	Romeo	Godfrey Kenton	Director:B Iden Payne
2nd May 1941	Juliet	Margaretta Scott	Director:B Iden Payne
6th March 1967	Romeo	Gawn Grainger	Director:Val May
6th March 1967	Juliet	Jane Asher	Director:Val May
20th June 1933	Romeo	John Wyse	Director:W Bridges-Adams
20th June 1933	Juliet	Rachel Kempson	Director:W Bridges-Adams
16th August 1979	Romeo	Michael Thomas	Director:Christopher Selbie
16th August 1979	Juliet	Janet Maw	Director:Christopher Selbie
unknown opening	Macbeth	Antony Byrne	Director:Edward Kemp
unknown opening	Lady Macbeth	Sarah Woodward	Director:Edward Kemp
9th May 1940	Romeo	Laurence Olivier	Director:Laurence Olivier
9th May 1940	Juliet	Vivien Leigh	Director:Laurence Olivier
20th November 1954	Iago	David Dodimead	Director:Stuart Burge
20th November 1954	Desdemona	Rosemary Webster	Director:Stuart Burge
20th November 1954	Othello	Brewster Mason	Director:Stuart Burge
1st May 1984	Romeo	Simon Templeman	Director:John Caird
1st May 1984	Juliet	Amanda Root	Director:John Caird
11th April 1939	Iago	Alec Clunes	Director:Robert Atkins
11th April 1939	Desdemona	Joyce Bland	Director:Robert Atkins
11th April 1939	Othello	John Laurie	Director:Robert Atkins
12th December 1958	Romeo	Richard Johnson	Director:Glen Byam Shaw
12th December 1958	Juliet	Dorothy Tutin	Director:Glen Byam Shaw
9th September 2006	Macbeth	Tom Peters	Director:Gareth Machin
9th September 2006	Lady Macbeth	Eleanor Montgomery	Director:Gareth Machin
11th November 1986	Macbeth	Jonathan Pryce	Director:Adrian Noble
11th November 1986	Lady Macbeth	Sinead Cusack	Director:Adrian Noble
16th March 1954	Iago	Raymond Westwell	Director:Anthony Quayle
16th March 1954	Desdemona	Barbara Jefford	Director:Anthony Quayle
16th March 1954	Othello	Anthony Quayle	Director:Anthony Quayle
10th October 1983	Romeo	Daniel Day-Lewis	Director:John Caird
10th October 1983	Juliet	Amanda Root	Director:John Caird
unknown opening	Macbeth	Edward York	Director:Rob Swain
unknown opening	Lady Macbeth	Shelley Willetts	Director:Rob Swain
18th November 2017	Macbeth	Henry Proffit	Director:Paul Tomlinson
unknown opening	Iago	Laurence Olivier	Director:Tyrone Guthrie
unknown opening	Othello	Ralph Richardson	Director:Tyrone Guthrie
31st July 1916	Iago	Robert Atkins	Director:Ben Greet
31st July 1916	Desdemona	Mary Sumner	Director:Ben Greet
31st July 1916	Othello	Jerrold Robertshaw	Director:Ben Greet
10th July 1930	Romeo	George Hayes	Director:W Bridges-Adams
10th July 1930	Juliet	Joyce Bland	Director:W Bridges-Adams
29th January 1953	Iago	Leo McKern	Director:Anthony Quayle
29th January 1953	Desdemona	Barbara Jefford	Director:Anthony Quayle
29th January 1953	Othello	Anthony Quayle	Director:Anthony Quayle
25th October 1985	Macbeth	Bernard Hill	Director:The People Show
25th October 1985	Lady Macbeth	Julie Walters	Director:The People Show
5th July 1977	Romeo	Ian McKellen	Director:Trevor Nunn
5th July 1977	Juliet	Francesca Annis	Director:Trevor Nunn
not found
25th November 1952	Iago	Leo McKern	Director:Anthony Quayle
25th November 1952	Desdemona	Barbara Jefford	Director:Anthony Quayle
25th November 1952	Othello	Anthony Quayle	Director:Anthony Quayle
24th November 1984	Macbeth	Louis Mellis	Director:unknown
24th November 1984	Lady Macbeth	Michelle Newell	Director:unknown
9th October 1981	Romeo	Anton Lesser	Director:Ron Daniels
9th October 1981	Juliet	Judy Buxton	Director:Ron Daniels
26th March 1977	Romeo	Ian McKellen	Director:Trevor Nunn
26th March 1977	Juliet	Francesca Annis	Director:Trevor Nunn
not found
25th April 1930	Romeo	George Hayes	Director:W Bridges-Adams
25th April 1930	Juliet	Joyce Bland	Director:W Bridges-Adams
5th November 1997	Romeo	Ray Fearon	Director:Michael Attenborough
5th November 1997	Juliet	Zoe Waites	Director:Michael Attenborough
unknown opening	Macbeth	Mark Rylance	Director:Mark Rylance
unknown opening	Lady Macbeth	Jane Horrocks	Director:Mark Rylance
26th November 1983	Macbeth	Alfred Molina	Director:Chris Bond
26th November 1983	Lady Macbeth	Noreen Kershaw	Director:Chris Bond
not found
23rd February 1981	Romeo	Anton Lesser	Director:Ron Daniels
23rd February 1981	Juliet	Judy Buxton	Director:Ron Daniels
not found
unknown opening	Macbeth	Robert Beck	Director:unknown
unknown opening	Lady Macbeth	Rula Lenska	Director:unknown
unknown opening	Romeo	Joe Shaw	Director:Antony Tuckey
unknown opening	Juliet	Emily Joyce	Director:Antony Tuckey
14th September 1929	Romeo	John Gielgud	Director:Harcourt Williams
14th September 1929	Juliet	Adele Dixon	Director:Harcourt Williams
26th April 1938	Romeo	Francis James	Director:B Iden Payne
26th April 1938	Juliet	Valerie Tudor	Director:B Iden Payne
not found
16th August 1983	Macbeth	Bob Peck	Director:Howard Davies
16th August 1983	Lady Macbeth	Sara Kestelman	Director:Howard Davies
unknown opening	Macbeth	Paul Higgins	Director:Stephen Unwin
unknown opening	Lady Macbeth	Hilary Lyon	Director:Stephen Unwin
unknown opening	Juliet	Michelle Hardwick	Director:unknown
5th June 1976	Romeo	Peter McEnery	Director:George Murcell
5th June 1976	Juliet	Sarah Badel	Director:George Murcell
22nd June 2014	Macbeth	Kenneth Branagh	Director:Kenneth Branagh
22nd June 2014	Lady Macbeth	Alex Kingston	Director:Kenneth Branagh
not found
not found
7th August 1912	Iago	Henry Herbert	Director:F R Benson
7th August 1912	Desdemona	Dorothy Green	Director:F R Benson
7th August 1912	Othello	F R Benson	Director:F R Benson
11th April 1944	Macbeth	George Hayes	Director:Robert Atkins
11th April 1944	Lady Macbeth	Patricia Jessel	Director:Robert Atkins
17th June 1949	Iago	John Slater	Director:Godfrey Tearle
17th June 1949	Desdemona	Diana Wynyard	Director:Godfrey Tearle
17th June 1949	Othello	Godfrey Tearle	Director:Godfrey Tearle
8th March 1983	Macbeth	Bob Peck	Director:Howard Davies
8th March 1983	Lady Macbeth	Sara Kestelman	Director:Howard Davies
unknown opening	Macbeth	Jeffery Kissoon	Director:Bill Alexander
unknown opening	Lady Macbeth	Lucy Cohu	Director:Bill Alexander
not found
29th March 1976	Romeo	Ian McKellen	Director:Trevor Nunn
29th March 1976	Juliet	Francesca Annis	Director:Trevor Nunn
5th July 1929	Romeo	George Hayes	Director:W Bridges-Adams
5th July 1929	Juliet	Joyce Bland	Director:W Bridges-Adams
23rd April 1996	Romeo	Zubin Varla	Director:Adrian Noble
23rd April 1996	Juliet	Lucy Whybrow	Director:Adrian Noble
1st December 1982	Macbeth	Christopher Martin	Director:unknown
1st December 1982	Lady Macbeth	Mary Jo Randle	Director:unknown
14th March 1980	Iago	Michael Bryant	Director:Peter Hall
14th March 1980	Desdemona	Felicity Kendal	Director:Peter Hall
14th March 1980	Othello	Paul Scofield	Director:Peter Hall
unknown opening	Macbeth	Lennie James	Director:Nicolas Kent
unknown opening	Lady Macbeth	Helen McCrory	Director:Nicolas Kent
11th February 1978	Iago	Roy Dotrice	Director:Peter Dews
11th February 1978	Desdemona	Nyree Dawn Porter	Director:Peter Dews
11th February 1978	Othello	Keith Michell	Director:Peter Dews
24th April 1911	Iago	Herbert Grimwood	Director:Oscar Asche
24th April 1911	Desdemona	Lily Brayton	Director:Oscar Asche
24th April 1911	Othello	Oscar Asche	Director:Oscar Asche
13th April 1996	Romeo	Tom Bevan	Director:Zoe Seaton
13th April 1996	Juliet	Kirsten Parker	Director:Zoe Seaton
8th July 1942	Macbeth	John Gielgud	Director:John Gielgud
8th July 1942	Lady Macbeth	Gwen Ffrangcon-Davies	Director:John Gielgud
unknown opening	Macbeth	Duncan Bell	Director:Philip Franks
unknown opening	Lady Macbeth	Siobhan Stanley	Director:Philip Franks
31st March 1982	Macbeth	Bob Peck	Director:Howard Davies
31st March 1982	Lady Macbeth	Sara Kestelman	Director:Howard Davies
26th February 1980	Iago	Bob Peck	Director:Ronald Eyre
26th February 1980	Desdemona	Suzanne Bertish	Director:Ronald Eyre
26th February 1980	Othello	Donald Sinden	Director:Ronald Eyre
not found
unknown opening	Othello	Keith Michell	Director:Peter Dews
10th July 1926	Romeo	Sebastian Shaw	Director:W Bridges-Adams
10th July 1926	Juliet	Nell Carter	Director:W Bridges-Adams
20th July 2013	Macbeth	Kenneth Branagh	Director:Kenneth Branagh
20th July 2013	Lady Macbeth	Alex Kingston	Director:Kenneth Branagh
30th April 1907	Iago	E Lyall Swete	Director:F R Benson
30th April 1907	Desdemona	Evelyn Millard	Director:F R Benson
30th April 1907	Othello	Lewis Waller	Director:F R Benson
9th March 1996	Romeo	Zubin Varla	Director:Adrian Noble
9th March 1996	Juliet	Lucy Whybrow	Director:Adrian Noble
14th April 1942	Macbeth	George Skillan	Director:B Iden Payne
14th April 1942	Lady Macbeth	Margaretta Scott	Director:B Iden Payne
not found
unknown opening	Macbeth	Anthony Boden	Director:Paul Webster
unknown opening	Lady Macbeth	Jennifer Piercey	Director:Paul Webster
8th October 1994	Macbeth	Timothy West	Director:Helena Kaut-Howson
8th October 1994	Lady Macbeth	Alexandra Mathie	Director:Helena Kaut-Howson
29th February 1976	Iago	Keith Michell	Director:Peter Dews
29th February 1976	Othello	Topol	Director:Peter Dews
21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn
17th April 1902	Romeo	F R Benson	Director:F R Benson
17th April 1902	Juliet	Constance Benson	Director:F R Benson
unknown opening	Macbeth	Joseph Millson	Director:Eve Best
unknown opening	Lady Macbeth	Samantha Spiro	Director:Eve Best
11th May 1905	Iago	Arthur Whitby	Director:F R Benson
11th May 1905	Desdemona	Constance Benson	Director:F R Benson
11th May 1905	Othello	F R Benson	Director:F R Benson
unknown opening	Romeo	Matthew Lewis	Director:Simon Parry
unknown opening	Juliet	Joanne Mitchell	Director:Simon Parry
11th April 1938	Macbeth	James Dale	Director:B Iden Payne
11th April 1938	Lady Macbeth	Phyllis Neilson-Terry	Director:B Iden Payne
6th August 1979	Iago	Bob Peck	Director:Ronald Eyre
6th August 1979	Desdemona	Suzanne Bertish	Director:Ronald Eyre
6th August 1979	Othello	Donald Sinden	Director:Ronald Eyre
4th January 1968	Macbeth	Paul Scofield	Director:Peter Hall
4th January 1968	Lady Macbeth	Vivien Merchant	Director:Peter Hall
25th June 1994	Macbeth	Derek Jacobi	Director:Adrian Noble
25th June 1994	Lady Macbeth	Cheryl Campbell	Director:Adrian Noble
unknown opening	Iago	Edward Fox	Director:Mervyn Willis
unknown opening	Desdemona	Lorna Heilbron	Director:Mervyn Willis
unknown opening	Othello	Robert Stephens	Director:Mervyn Willis
not found
24th April 1897	Romeo	F R Benson	Director:F R Benson
24th April 1897	Juliet	Constance Benson	Director:F R Benson
15th April 1902	Iago	Frank Rodney	Director:F R Benson
15th April 1902	Desdemona	Constance Benson	Director:F R Benson
15th April 1902	Othello	F R Benson	Director:F R Benson
27th April 2013	Macbeth	James McAvoy	Director:Jamie Lloyd
27th April 2013	Lady Macbeth	Claire Foy	Director:Jamie Lloyd
unknown opening	Macbeth	Laurence Olivier	Director:Michel St Denis
unknown opening	Lady Macbeth	Judith Anderson	Director:Michel St Denis
21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn
22nd March 1994	Macbeth	Derek Jacobi	Director:Adrian Noble
22nd March 1994	Lady Macbeth	Cheryl Campbell	Director:Adrian Noble
15th December 1967	Macbeth	Paul Scofield	Director:Peter Hall
15th December 1967	Lady Macbeth	Vivien Merchant	Director:Peter Hall
20th September 1975	Iago	Keith Michell	Director:Peter Dews
20th September 1975	Desdemona	Hannah Gordon	Director:Peter Dews
20th September 1975	Othello	Topol	Director:Peter Dews
27th April 1900	Iago	Mr Thalberg	Director:F R Benson
27th April 1900	Desdemona	Lily Brayton	Director:F R Benson
27th April 1900	Othello	Hermann Vezin	Director:F R Benson
23rd February 2013	Macbeth	Tom Mcgovern	Director:Caroline Devlin
23rd February 2013	Lady Macbeth	Johanne Murdock	Director:Caroline Devlin
unknown opening	Romeo	Simon Scardifield	Director:Irina Brown
unknown opening	Juliet	Elizabeth Chadwick	Director:Irina Brown
25th April 1893	Romeo	G Hippisley	Director:F R Benson
25th April 1893	Juliet	Constance Benson	Director:F R Benson
18th November 2006	King Lear	Zho Ye Mang	Director:David K S Tse
18th July 1925	Macbeth	Randle Ayrton	Director:W Bridges-Adams
18th July 1925	Lady Macbeth	Florence Saunders	Director:W Bridges-Adams
not found
16th August 1967	Macbeth	Paul Scofield	Director:Peter Hall
16th August 1967	Lady Macbeth	Vivien Merchant	Director:Peter Hall
28th April 1897	Iago	Frank Rodney	Director:F R Benson
28th April 1897	Desdemona	Constance Benson	Director:F R Benson
28th April 1897	Othello	F R Benson	Director:F R Benson
not found
5th April 1995	Romeo	Zubin Varla	Director:Adrian Noble
5th April 1995	Juliet	Lucy Whybrow	Director:Adrian Noble
not found
unknown opening	Macbeth	Danny Edge	Director:unknown
unknown opening	Lady Macbeth	James Tudor	Director:unknown
20th April 1925	Macbeth	Randle Ayrton	Director:W Bridges-Adams
20th April 1925	Lady Macbeth	Florence Saunders	Director:W Bridges-Adams
18th July 1972	Iago	Emrys James	Director:John Barton
18th July 1972	Desdemona	Lisa Harrow	Director:John Barton
18th July 1972	Othello	Brewster Mason	Director:John Barton
6th May 2000	Iago	Richard McCabe	Director:Michael Attenborough
6th May 2000	Desdemona	Zoe Waites	Director:Michael Attenborough
6th May 2000	Othello	Ray Fearon	Director:Michael Attenborough
23rd April 1888	Romeo	F R Benson	Director:F R Benson
23rd April 1888	Juliet	Constance Benson	Director:F R Benson
not found
unknown opening	Macbeth	Danny Edge	Director:unknown
unknown opening	Lady Macbeth	James Tudor	Director:unknown
3rd March 1972	Iago	Emrys James	Director:John Barton
3rd March 1972	Desdemona	Lisa Harrow	Director:John Barton
3rd March 1972	Othello	Brewster Mason	Director:John Barton
15th October 1966	Macbeth	Leon Eagles	Director:Anthony Carrick
15th October 1966	Lady Macbeth	Georgine Anderson	Director:Anthony Carrick
6th May 1978	Iago	Roy Dotrice	Director:Peter Dews
6th May 1978	Othello	Keith Michell	Director:Peter Dews
6th January 2000	Iago	Richard McCabe	Director:Michael Attenborough
6th January 2000	Desdemona	Zoe Waites	Director:Michael Attenborough
6th January 2000	Othello	Ray Fearon	Director:Michael Attenborough
21st April 1885	Romeo	Felix Pitt	Director:Charles Bernard
21st April 1885	Juliet	Miss Alleyn	Director:Charles Bernard
20th November 2004	King Lear	Corin Redgrave	Director:Bill Alexander
20th November 1999	Iago	Richard McCabe	Director:Michael Attenborough
20th November 1999	Desdemona	Zoe Waites	Director:Michael Attenborough
20th November 1999	Othello	Ray Fearon	Director:Michael Attenborough
21st April 1884	Romeo	Felix Pitt	Director:Charles Bernard
21st April 1884	Juliet	Miss Alleyn	Director:Charles Bernard
21st April 1890	Iago	Edwin Lever	Director:Osmond Tearle
21st April 1890	Desdemona	Grace Edwin	Director:Osmond Tearle
21st April 1890	Othello	Osmond Tearle	Director:Osmond Tearle
14th October 2004	King Lear	Corin Redgrave	Director:Bill Alexander
9th September 1971	Iago	Emrys James	Director:John Barton
9th September 1971	Desdemona	Lisa Harrow	Director:John Barton
9th September 1971	Othello	Brewster Mason	Director:John Barton
unknown opening	Macbeth	Danny Edge	Director:unknown
unknown opening	Lady Macbeth	James Tudor	Director:unknown
8th April 1978	Iago	Roy Dotrice	Director:Peter Dews
8th April 1978	Othello	Keith Michell	Director:Peter Dews
unknown opening	Macbeth	Alec Guinness	Director:William Gaskill
unknown opening	Lady Macbeth	Simone Signoret	Director:William Gaskill
23rd July 1923	Macbeth	Frank Cellier	Director:W Bridges-Adams
23rd July 1923	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams
21st April 1999	Iago	Richard McCabe	Director:Michael Attenborough
21st April 1999	Desdemona	Zoe Waites	Director:Michael Attenborough
21st April 1999	Othello	Ray Fearon	Director:Michael Attenborough
not found
24th April 1882	Romeo	F W Wyndham	Director:Edward Compton
24th April 1882	Juliet	Virginia Bateman	Director:Edward Compton
15th August 1961	Romeo	Brian Murray	Director:Peter Hall
15th August 1961	Juliet	Dorothy Tutin	Director:Peter Hall
30th July 1948	Iago	Anthony Quayle	Director:Godfrey Tearle
30th July 1948	Desdemona	Diana Wynyard	Director:Godfrey Tearle
30th July 1948	Othello	Godfrey Tearle	Director:Godfrey Tearle
unknown opening	Macbeth	John Clements	Director:John Clements
25th March 1978	Iago	Roy Dotrice	Director:Peter Dews
25th March 1978	Othello	Keith Michell	Director:Peter Dews
26th April 1923	Macbeth	Frank Cellier	Director:W Bridges-Adams
26th April 1923	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams
1st August 1997	Iago	Simon Russell Beale	Director:Sam Mendes
1st August 1997	Desdemona	Claire Skinner	Director:Sam Mendes
1st August 1997	Othello	David Harewood	Director:Sam Mendes
not found
not found
1st May 1991	Fool	Linda Kerr Scott	Director:Nicholas Hytner
1st May 1991	King Lear	John Wood	Director:Nicholas Hytner
1st August 1997	Iago	Simon Russell Beale	Director:Sam Mendes
1st August 1997	Desdemona	Claire Skinner	Director:Sam Mendes
1st August 1997	Othello	David Harewood	Director:Sam Mendes
25th February 1978	Iago	Roy Dotrice	Director:Peter Dews
25th February 1978	Othello	Keith Michell	Director:Peter Dews
not found
unknown opening	Macbeth	Liam Brennan	Director:unknown
unknown opening	Lady Macbeth	Allison McKenzie	Director:unknown
27th June 2010	Macbeth	Elliot Cowan	Director:Lucy Bailey
27th June 2010	Lady Macbeth	Laura Rogers	Director:Lucy Bailey
3rd April 1945	Iago	Antony Eustrel	Director:Robert Atkins
3rd April 1945	Desdemona	Moira Lister	Director:Robert Atkins
3rd April 1945	Othello	George Skillan	Director:Robert Atkins
16th February 1991	Fool	Linda Kerr Scott	Director:Nicholas Hytner
16th February 1991	Lear	John Wood	Director:Nicholas Hytner
unknown opening	Iago	Oliver Hickey	Director:Andrew Manley
unknown opening	Othello	Damian Myerscough	Director:Andrew Manley
21st July 1924	Iago	Eric Maxon	Director:W Bridges-Adams
21st July 1924	Desdemona	Ethel Carrington	Director:W Bridges-Adams
21st July 1924	Othello	Baliol Holloway	Director:W Bridges-Adams
not found
5th June 1962	Macbeth	Eric Porter	Director:Donald McWhinnie
5th June 1962	Lady Macbeth	Irene Worth	Director:Donald McWhinnie
not found
6th June 2010	Macbeth	Martin Gibbons	Director:Stephen Purcell
unknown opening	King Lear	John Wood	Director:Nicholas Hytner
unknown opening	Iago	Neil Caple	Director:Edward Hall
unknown opening	Desdemona	Jackie Morrison	Director:Edward Hall
unknown opening	Othello	Leo Wringer	Director:Edward Hall
22nd April 1924	Iago	Eric Maxon	Director:W Bridges-Adams
22nd April 1924	Desdemona	Ethel Carrington	Director:W Bridges-Adams
22nd April 1924	Othello	Baliol Holloway	Director:W Bridges-Adams
not found
23rd April 1980	Romeo	Anton Lesser	Director:Ron Daniels
23rd April 1980	Juliet	Judy Buxton	Director:Ron Daniels
not found
28th July 2007	Lady Macbeth	Eleanor Kent	Director:Claire Warden
20th April 1943	Iago	Abraham Sofaer	Director:Milton Rosmer
20th April 1943	Desdemona	Anna Konstam	Director:Milton Rosmer
20th April 1943	Othello	Baliol Holloway	Director:Milton Rosmer
unknown opening	Iago	Rupert Wickham	Director:Christopher Geelan
unknown opening	Desdemona	Debra Beaumont	Director:Christopher Geelan
unknown opening	Othello	Guy Burgess	Director:Christopher Geelan
18th November 2004	Macbeth	Robert Laughlin	Director:unknown
26th July 1990	Fool	David Bradley	Director:Deborah Warner
26th July 1990	King Lear	Brian Cox	Director:Deborah Warner
27th July 1922	Iago	Baliol Holloway	Director:W Bridges-Adams
27th July 1922	Desdemona	Ethel Carrington	Director:W Bridges-Adams
27th July 1922	Othello	William Stack	Director:W Bridges-Adams
11th April 1980	Macbeth	Peter Egan	Director:Mark Cullingham
11th April 1980	Lady Macbeth	Kika Markham	Director:Mark Cullingham
23rd July 1921	Macbeth	Edmund Willard	Director:W Bridges-Adams
23rd July 1921	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams
not found
21st June 1946	Macbeth	Robert Harris	Director:Michael Macowan
21st June 1946	Lady Macbeth	Valerie Taylor	Director:Michael Macowan
21st July 2007	Macbeth	Patrick O’Kane	Director:Conall Morrison
21st July 2007	Lady Macbeth	Derbhle Crotty	Director:Conall Morrison
6th May 1908	Macbeth	F R Benson	Director:F R Benson
6th May 1908	Lady Macbeth	Constance Benson	Director:F R Benson
26th November 1990	Fool	Linda Kerr Scott	Director:Nicholas Hytner
26th November 1990	Lear	John Wood	Director:Nicholas Hytner
27th May 1978	Macbeth	Albert Finney	Director:Peter Hall
27th May 1978	Lady Macbeth	Dorothy Tutin	Director:Peter Hall
