<a href="/broadway-cast-staff/mrs-frank-s-chanfrau-87217">Mrs. Frank S. Chanfrau</a>	Ophelia	<td class="dates">Nov 1864</td>
<a href="/broadway-cast-staff/lewis-hallam-43804">Lewis Hallam</a>	Macbeth	<td class="dates">May 03, 1768</td>
<a href="/broadway-cast-staff/kyrle-bellew-14151">Kyrle Bellew</a>	Romeo	<td class="dates">May 25, 1903</td>
<a href="/broadway-cast-staff/eleanor-robson-5340">Eleanor Robson</a>	Juliet	<td class="dates">May 25, 1903</td>
<a href="/broadway-cast-staff/sarah-bernhardt-9688">Sarah Bernhardt</a>	Hamlet	<td class="dates">Nov 26, 1900</td>
<a href="/broadway-cast-staff/helen-hawthorne-44567">Helen Hawthorne</a>	Ophelia	<td class="dates">Feb 14, 1905</td>
<a href="/broadway-cast-staff/aldora-shem-59858">Aldora Shem</a>	Hamlet	<td class="dates">Feb 14, 1905</td>
<a href="/broadway-cast-staff/robert-b-mantell-68220">Robert B. Mantell</a>	King Lear of Britain	<td class="dates">Oct 23, 1905</td>
<a href="/broadway-cast-staff/edwin-booth-32508">Edwin Booth</a>	Macbeth	<td class="dates">Mar 28, 1870</td>
<a href="/broadway-cast-staff/mrs-james-w-wallack-jr-84447">Mrs. James W. Wallack, Jr.</a>	Romeo	<td class="dates">1850</td>
<a href="/broadway-cast-staff/katherine-wemyss-84448">Katherine Wemyss</a>	Juliet	<td class="dates">1850</td>
<a href="/broadway-cast-staff/lewis-hallam-43804">Lewis Hallam</a>	Hamlet	<td class="dates">Nov 26, 1761</td>
<a href="/broadway-cast-staff/edmund-russell-58663">Edmund Russell</a>	Hamlet	<td class="dates">Apr 28, 1903</td>
<a href="/broadway-cast-staff/jane-schenck-59268">Jane Schenck</a>	Ophelia	<td class="dates">Apr 28, 1903</td>
<a href="/broadway-cast-staff/virginia-harned-44174">Virginia Harned</a>	Ophelia	<td class="dates">Sep 17, 1900</td>
<a href="/broadway-cast-staff/e-h-sothern-28103">E. H. Sothern</a>	Hamlet	<td class="dates">Sep 17, 1900</td>
<a href="/broadway-cast-staff/robert-b-mantell-68220">Robert B. Mantell</a>	Othello	<td class="dates">Dec 05, 1904</td>
<a href="/broadway-cast-staff/marie-booth-russell-58687">Marie Booth Russell</a>	Desdemona	<td class="dates">Dec 05, 1904</td>
<a href="/broadway-cast-staff/robert-b-mantell-68220">Robert B. Mantell</a>	Macbeth	<td class="dates">Oct 23, 1905</td>
<a href="/broadway-cast-staff/marie-booth-russell-58687">Marie Booth Russell</a>	Lady Macbeth	<td class="dates">Oct 23, 1905</td>
<a href="/broadway-cast-staff/edwin-booth-32508">Edwin Booth</a>	Hamlet	<td class="dates">Jan 05, 1870</td>
<a href="/broadway-cast-staff/thomas-hamblin-107404">Thomas Hamblin</a>	Macbeth	<td class="dates">May 07, 1849</td>
<a href="/broadway-cast-staff/cecilia-loftus-68121">Cecilia Loftus</a>	Ophelia	<td class="dates">Mar 23, 1903</td>
<a href="/broadway-cast-staff/e-h-sothern-28103">E. H. Sothern</a>	Hamlet	<td class="dates">Mar 23, 1903</td>
<a href="/broadway-cast-staff/mrs-hallam-87632">Mrs. Hallam</a>	Juliet	<td class="dates">Jan 28, 1754</td>
<a href="/broadway-cast-staff/mr-rigby-57809">Mr. Rigby</a>	Romeo	<td class="dates">Jan 28, 1754</td>
<a href="/broadway-cast-staff/julia-marlowe-22755">Julia Marlowe</a>	Ophelia	<td class="dates">Oct 17, 1904</td>
<a href="/broadway-cast-staff/e-h-sothern-28103">E. H. Sothern</a>	Hamlet	<td class="dates">Oct 17, 1904</td>
<a href="/broadway-cast-staff/clare-eames-14669">Clare Eames</a>	Lady Macbeth	<td class="dates">Mar 15, 1924</td>
<a href="/broadway-cast-staff/james-k-hackett-14993">James K. Hackett</a>	Macbeth	<td class="dates">Mar 15, 1924</td>
<a href="/broadway-cast-staff/robert-b-mantell-68220">Robert B. Mantell</a>	Othello	<td class="dates">Oct 23, 1905</td>
<a href="/broadway-cast-staff/marie-booth-russell-58687">Marie Booth Russell</a>	Desdemona	<td class="dates">Oct 23, 1905</td>
<a href="/broadway-cast-staff/william-charles-macready-107402">William Charles Macready</a>	Macbeth	<td class="dates">May 07, 1849</td>
<a href="/broadway-cast-staff/edmund-breese-5233">Edmund Breese</a>	Romeo	<td class="dates">Feb 16, 1903</td>
<a href="/broadway-cast-staff/fernanda-eliscu-39394">Fernanda Eliscu</a>	Juliet	<td class="dates">Feb 16, 1903</td>
<a href="/broadway-cast-staff/julia-marlowe-22755">Julia Marlowe</a>	Juliet	<td class="dates">Oct 17, 1904</td>
<a href="/broadway-cast-staff/e-h-sothern-28103">E. H. Sothern</a>	Romeo	<td class="dates">Oct 17, 1904</td>
<a href="/broadway-cast-staff/charles-barron-66837">Charles Barron</a>	Iago	<td class="dates">Mar 23, 1865</td>
<a href="/broadway-cast-staff/edwin-booth-32508">Edwin Booth</a>	Othello	<td class="dates">Mar 23, 1865</td>
<a href="/broadway-cast-staff/julia-marlowe-22755">Julia Marlowe</a>	Juliet	<td class="dates">Oct 16, 1905</td>
<a href="/broadway-cast-staff/e-h-sothern-28103">E. H. Sothern</a>	Romeo	<td class="dates">Oct 16, 1905</td>
<a href="/broadway-cast-staff/edwin-forrest-40915">Edwin Forrest</a>	Macbeth	<td class="dates">May 07, 1849</td>
<a href="/broadway-cast-staff/john-barrymore-31141">John Barrymore</a>	Hamlet	<td class="dates">Nov 26, 1923</td>
<a href="/broadway-cast-staff/rosalind-fuller-41458">Rosalind Fuller</a>	Ophelia	<td class="dates">Nov 26, 1923</td>
<a href="/broadway-cast-staff/robert-upton-62929">Robert Upton</a>	Othello	<td class="dates">Dec 23, 1751</td>
<a href="/broadway-cast-staff/beata-karm-47478">Beata Karm</a>	Fool	<td class="dates">Mar 09, 1923</td>
<a href="/broadway-cast-staff/reginald-pole-15895">Reginald Pole</a>	King Lear of Britain	<td class="dates">Mar 09, 1923</td>
<a href="/broadway-cast-staff/jane-cowl-6644">Jane Cowl</a>	Juliet	<td class="dates">Jan 24, 1923</td>
<a href="/broadway-cast-staff/rollo-peters-25270">Rollo Peters</a>	Romeo	<td class="dates">Jan 24, 1923</td>
<a href="/broadway-cast-staff/ethel-barrymore-31140">Ethel Barrymore</a>	Juliet	<td class="dates">Dec 27, 1922</td>
<a href="/broadway-cast-staff/mckay-morris-53782">McKay Morris</a>	Romeo	<td class="dates">Dec 27, 1922</td>
